'Elapsed time','V1'
'0:34.211',-5.510
'0:34.214',-5.505
'0:34.217',-5.500
'0:34.219',-5.490
'0:34.222',-5.510
'0:34.225',-5.515
'0:34.228',-5.540
'0:34.231',-5.540
'0:34.233',-5.530
'0:34.236',-5.545
'0:34.239',-5.535
'0:34.242',-5.525
'0:34.244',-5.515
'0:34.247',-5.515
'0:34.250',-5.505
'0:34.253',-5.500
'0:34.256',-5.520
'0:34.258',-5.505
'0:34.261',-5.515
'0:34.264',-5.530
'0:34.267',-5.540
'0:34.269',-5.550
'0:34.272',-5.550
'0:34.275',-5.540
'0:34.278',-5.530
'0:34.281',-5.530
'0:34.283',-5.520
'0:34.286',-5.510
'0:34.289',-5.535
'0:34.292',-5.530
'0:34.294',-5.540
'0:34.297',-5.545
'0:34.300',-5.550
'0:34.303',-5.545
'0:34.306',-5.545
'0:34.308',-5.530
'0:34.311',-5.545
'0:34.314',-5.535
'0:34.317',-5.520
'0:34.319',-5.520
'0:34.322',-5.520
'0:34.325',-5.535
'0:34.328',-5.545
'0:34.331',-5.550
'0:34.333',-5.565
'0:34.336',-5.575
'0:34.339',-5.570
'0:34.342',-5.565
'0:34.344',-5.555
'0:34.347',-5.535
'0:34.350',-5.545
'0:34.353',-5.545
'0:34.356',-5.540
'0:34.358',-5.550
'0:34.361',-5.555
'0:34.364',-5.575
'0:34.367',-5.565
'0:34.369',-5.565
'0:34.372',-5.560
'0:34.375',-5.560
'0:34.378',-5.545
'0:34.381',-5.545
'0:34.383',-5.540
'0:34.386',-5.540
'0:34.389',-5.530
'0:34.392',-5.540
'0:34.394',-5.550
'0:34.397',-5.580
'0:34.400',-5.575
'0:34.403',-5.580
'0:34.406',-5.585
'0:34.408',-5.565
'0:34.411',-5.575
'0:34.414',-5.550
'0:34.417',-5.560
'0:34.419',-5.545
'0:34.422',-5.550
'0:34.425',-5.555
'0:34.428',-5.565
'0:34.431',-5.570
'0:34.433',-5.570
'0:34.436',-5.585
'0:34.439',-5.565
'0:34.442',-5.575
'0:34.444',-5.565
'0:34.447',-5.570
'0:34.450',-5.540
'0:34.453',-5.535
'0:34.456',-5.570
'0:34.458',-5.555
'0:34.461',-5.570
'0:34.464',-5.580
'0:34.467',-5.585
'0:34.469',-5.605
'0:34.472',-5.590
'0:34.475',-5.605
'0:34.478',-5.600
'0:34.481',-5.580
'0:34.483',-5.550
'0:34.486',-5.565
'0:34.489',-5.550
'0:34.492',-5.555
'0:34.494',-5.570
'0:34.497',-5.595
'0:34.500',-5.585
'0:34.503',-5.590
'0:34.506',-5.585
'0:34.508',-5.585
'0:34.511',-5.570
'0:34.514',-5.570
'0:34.517',-5.560
'0:34.519',-5.560
'0:34.522',-5.555
'0:34.525',-5.540
'0:34.528',-5.575
'0:34.531',-5.585
'0:34.533',-5.575
'0:34.536',-5.560
'0:34.539',-5.545
'0:34.542',-5.550
'0:34.544',-5.515
'0:34.547',-5.510
'0:34.550',-5.485
'0:34.553',-5.485
'0:34.556',-5.470
'0:34.558',-5.465
'0:34.561',-5.465
'0:34.564',-5.480
'0:34.567',-5.485
'0:34.569',-5.495
'0:34.572',-5.510
'0:34.575',-5.540
'0:34.578',-5.535
'0:34.581',-5.550
'0:34.583',-5.550
'0:34.586',-5.575
'0:34.589',-5.585
'0:34.592',-5.590
'0:34.594',-5.610
'0:34.597',-5.605
'0:34.600',-5.635
'0:34.603',-5.655
'0:34.606',-5.655
'0:34.608',-5.645
'0:34.611',-5.630
'0:34.614',-5.610
'0:34.617',-5.595
'0:34.619',-5.595
'0:34.622',-5.580
'0:34.625',-5.590
'0:34.628',-5.615
'0:34.631',-5.615
'0:34.633',-5.630
'0:34.636',-5.645
'0:34.639',-5.635
'0:34.642',-5.640
'0:34.644',-5.640
'0:34.647',-5.615
'0:34.650',-5.615
'0:34.653',-5.620
'0:34.656',-5.615
'0:34.658',-5.630
'0:34.661',-5.635
'0:34.664',-5.640
'0:34.667',-5.660
'0:34.669',-5.660
'0:34.672',-5.660
'0:34.675',-5.640
'0:34.678',-5.625
'0:34.681',-5.625
'0:34.683',-5.605
'0:34.686',-5.605
'0:34.689',-5.610
'0:34.692',-5.610
'0:34.694',-5.605
'0:34.697',-5.605
'0:34.700',-5.570
'0:34.703',-5.520
'0:34.706',-5.460
'0:34.708',-5.420
'0:34.711',-5.425
'0:34.714',-5.465
'0:34.717',-5.555
'0:34.719',-5.715
'0:34.722',-5.940
'0:34.725',-6.180
'0:34.728',-6.390
'0:34.731',-6.570
'0:34.733',-6.660
'0:34.736',-6.675
'0:34.739',-6.630
'0:34.742',-6.560
'0:34.744',-6.470
'0:34.747',-6.355
'0:34.750',-6.250
'0:34.753',-6.155
'0:34.756',-6.070
'0:34.758',-5.980
'0:34.761',-5.940
'0:34.764',-5.890
'0:34.767',-5.830
'0:34.769',-5.770
'0:34.772',-5.740
'0:34.775',-5.690
'0:34.778',-5.670
'0:34.781',-5.655
'0:34.783',-5.615
'0:34.786',-5.635
'0:34.789',-5.625
'0:34.792',-5.625
'0:34.794',-5.615
'0:34.797',-5.620
'0:34.800',-5.620
'0:34.803',-5.615
'0:34.806',-5.600
'0:34.808',-5.595
'0:34.811',-5.580
'0:34.814',-5.565
'0:34.817',-5.550
'0:34.819',-5.560
'0:34.822',-5.550
'0:34.825',-5.580
'0:34.828',-5.575
'0:34.831',-5.595
'0:34.833',-5.590
'0:34.836',-5.605
'0:34.839',-5.595
'0:34.842',-5.585
'0:34.844',-5.585
'0:34.847',-5.575
'0:34.850',-5.575
'0:34.853',-5.555
'0:34.856',-5.545
'0:34.858',-5.560
'0:34.861',-5.560
'0:34.864',-5.590
'0:34.867',-5.565
'0:34.869',-5.575
'0:34.872',-5.570
'0:34.875',-5.560
'0:34.878',-5.560
'0:34.881',-5.560
'0:34.883',-5.550
'0:34.886',-5.545
'0:34.889',-5.540
'0:34.892',-5.545
'0:34.894',-5.565
'0:34.897',-5.570
'0:34.900',-5.595
'0:34.903',-5.580
'0:34.906',-5.585
'0:34.908',-5.580
'0:34.911',-5.570
'0:34.914',-5.575
'0:34.917',-5.555
'0:34.919',-5.550
'0:34.922',-5.560
'0:34.925',-5.560
'0:34.928',-5.550
'0:34.931',-5.555
'0:34.933',-5.580
'0:34.936',-5.575
'0:34.939',-5.575
'0:34.942',-5.575
'0:34.944',-5.560
'0:34.947',-5.560
'0:34.950',-5.545
'0:34.953',-5.545
'0:34.956',-5.535
'0:34.958',-5.530
'0:34.961',-5.555
'0:34.964',-5.560
'0:34.967',-5.575
'0:34.969',-5.590
'0:34.972',-5.585
'0:34.975',-5.590
'0:34.978',-5.570
'0:34.981',-5.560
'0:34.983',-5.555
'0:34.986',-5.555
'0:34.989',-5.560
'0:34.992',-5.535
'0:34.994',-5.575
'0:34.997',-5.575
'0:35.000',-5.580
'0:35.003',-5.605
'0:35.006',-5.600
'0:35.008',-5.615
'0:35.011',-5.600
'0:35.014',-5.600
'0:35.017',-5.585
'0:35.019',-5.590
'0:35.022',-5.605
'0:35.025',-5.615
'0:35.028',-5.625
'0:35.031',-5.640
'0:35.033',-5.635
'0:35.036',-5.640
'0:35.039',-5.645
'0:35.042',-5.620
'0:35.044',-5.620
'0:35.047',-5.595
'0:35.050',-5.585
'0:35.053',-5.565
'0:35.056',-5.570
'0:35.058',-5.575
'0:35.061',-5.575
'0:35.064',-5.595
'0:35.067',-5.595
'0:35.069',-5.605
'0:35.072',-5.605
'0:35.075',-5.590
'0:35.078',-5.590
'0:35.081',-5.580
'0:35.083',-5.570
'0:35.086',-5.565
'0:35.089',-5.590
'0:35.092',-5.575
'0:35.094',-5.610
'0:35.097',-5.610
'0:35.100',-5.615
'0:35.103',-5.625
'0:35.106',-5.625
'0:35.108',-5.615
'0:35.111',-5.605
'0:35.114',-5.590
'0:35.117',-5.575
'0:35.119',-5.590
'0:35.122',-5.600
'0:35.125',-5.595
'0:35.128',-5.605
'0:35.131',-5.625
'0:35.133',-5.630
'0:35.136',-5.630
'0:35.139',-5.635
'0:35.142',-5.625
'0:35.144',-5.635
'0:35.147',-5.620
'0:35.150',-5.605
'0:35.153',-5.600
'0:35.156',-5.605
'0:35.158',-5.615
'0:35.161',-5.610
'0:35.164',-5.605
'0:35.167',-5.610
'0:35.169',-5.630
'0:35.172',-5.615
'0:35.175',-5.620
'0:35.178',-5.595
'0:35.181',-5.605
'0:35.183',-5.575
'0:35.186',-5.585
'0:35.189',-5.600
'0:35.192',-5.605
'0:35.194',-5.615
'0:35.197',-5.635
'0:35.200',-5.645
'0:35.203',-5.650
'0:35.206',-5.650
'0:35.208',-5.630
'0:35.211',-5.630
'0:35.214',-5.630
'0:35.217',-5.615
'0:35.219',-5.605
'0:35.222',-5.610
'0:35.225',-5.615
'0:35.228',-5.630
'0:35.231',-5.625
'0:35.233',-5.630
'0:35.236',-5.640
'0:35.239',-5.640
'0:35.242',-5.630
'0:35.244',-5.620
'0:35.247',-5.630
'0:35.250',-5.610
'0:35.253',-5.595
'0:35.256',-5.600
'0:35.258',-5.620
'0:35.261',-5.615
'0:35.264',-5.625
'0:35.267',-5.640
'0:35.269',-5.640
'0:35.272',-5.640
'0:35.275',-5.635
'0:35.278',-5.625
'0:35.281',-5.605
'0:35.283',-5.605
'0:35.286',-5.580
'0:35.289',-5.595
'0:35.292',-5.600
'0:35.294',-5.610
'0:35.297',-5.615
'0:35.300',-5.655
'0:35.303',-5.660
'0:35.306',-5.660
'0:35.308',-5.650
'0:35.311',-5.655
'0:35.314',-5.650
'0:35.317',-5.625
'0:35.319',-5.620
'0:35.322',-5.615
'0:35.325',-5.625
'0:35.328',-5.630
'0:35.331',-5.640
'0:35.333',-5.650
'0:35.336',-5.640
'0:35.339',-5.660
'0:35.342',-5.650
'0:35.344',-5.605
'0:35.347',-5.605
'0:35.350',-5.600
'0:35.353',-5.600
'0:35.356',-5.600
'0:35.358',-5.585
'0:35.361',-5.615
'0:35.364',-5.630
'0:35.367',-5.635
'0:35.369',-5.630
'0:35.372',-5.630
'0:35.375',-5.625
'0:35.378',-5.605
'0:35.381',-5.590
'0:35.383',-5.565
'0:35.386',-5.545
'0:35.389',-5.555
'0:35.392',-5.555
'0:35.394',-5.560
'0:35.397',-5.550
'0:35.400',-5.565
'0:35.403',-5.545
'0:35.406',-5.555
'0:35.408',-5.550
'0:35.411',-5.555
'0:35.414',-5.570
'0:35.417',-5.600
'0:35.419',-5.605
'0:35.422',-5.620
'0:35.425',-5.650
'0:35.428',-5.665
'0:35.431',-5.675
'0:35.433',-5.685
'0:35.436',-5.705
'0:35.439',-5.695
'0:35.442',-5.695
'0:35.444',-5.685
'0:35.447',-5.670
'0:35.450',-5.645
'0:35.453',-5.630
'0:35.456',-5.660
'0:35.458',-5.650
'0:35.461',-5.660
'0:35.464',-5.680
'0:35.467',-5.680
'0:35.469',-5.685
'0:35.472',-5.695
'0:35.475',-5.685
'0:35.478',-5.675
'0:35.481',-5.675
'0:35.483',-5.660
'0:35.486',-5.650
'0:35.489',-5.660
'0:35.492',-5.670
'0:35.494',-5.665
'0:35.497',-5.670
'0:35.500',-5.690
'0:35.503',-5.705
'0:35.506',-5.685
'0:35.508',-5.695
'0:35.511',-5.680
'0:35.514',-5.670
'0:35.517',-5.680
'0:35.519',-5.665
'0:35.522',-5.650
'0:35.525',-5.665
'0:35.528',-5.660
'0:35.531',-5.655
'0:35.533',-5.655
'0:35.536',-5.640
'0:35.539',-5.625
'0:35.542',-5.565
'0:35.544',-5.505
'0:35.547',-5.460
'0:35.550',-5.450
'0:35.553',-5.500
'0:35.556',-5.575
'0:35.558',-5.730
'0:35.561',-5.920
'0:35.564',-6.125
'0:35.567',-6.320
'0:35.569',-6.510
'0:35.572',-6.620
'0:35.575',-6.680
'0:35.578',-6.670
'0:35.581',-6.620
'0:35.583',-6.570
'0:35.586',-6.520
'0:35.589',-6.455
'0:35.592',-6.390
'0:35.594',-6.325
'0:35.597',-6.225
'0:35.600',-6.165
'0:35.603',-6.115
'0:35.606',-6.030
'0:35.608',-5.960
'0:35.611',-5.910
'0:35.614',-5.855
'0:35.617',-5.770
'0:35.619',-5.725
'0:35.622',-5.710
'0:35.625',-5.670
'0:35.628',-5.690
'0:35.631',-5.660
'0:35.633',-5.685
'0:35.636',-5.690
'0:35.639',-5.675
'0:35.642',-5.670
'0:35.644',-5.665
'0:35.647',-5.645
'0:35.650',-5.635
'0:35.653',-5.595
'0:35.656',-5.615
'0:35.658',-5.605
'0:35.661',-5.605
'0:35.664',-5.615
'0:35.667',-5.620
'0:35.669',-5.630
'0:35.672',-5.595
'0:35.675',-5.610
'0:35.678',-5.610
'0:35.681',-5.605
'0:35.683',-5.590
'0:35.686',-5.570
'0:35.689',-5.575
'0:35.692',-5.595
'0:35.694',-5.590
'0:35.697',-5.620
'0:35.700',-5.615
'0:35.703',-5.610
'0:35.706',-5.605
'0:35.708',-5.620
'0:35.711',-5.600
'0:35.714',-5.590
'0:35.717',-5.590
'0:35.719',-5.575
'0:35.722',-5.590
'0:35.725',-5.580
'0:35.728',-5.580
'0:35.731',-5.595
'0:35.733',-5.600
'0:35.736',-5.595
'0:35.739',-5.615
'0:35.742',-5.615
'0:35.744',-5.605
'0:35.747',-5.595
'0:35.750',-5.595
'0:35.753',-5.590
'0:35.756',-5.595
'0:35.758',-5.600
'0:35.761',-5.595
'0:35.764',-5.625
'0:35.767',-5.620
'0:35.769',-5.625
'0:35.772',-5.625
'0:35.775',-5.630
'0:35.778',-5.625
'0:35.781',-5.600
'0:35.783',-5.590
'0:35.786',-5.575
'0:35.789',-5.590
'0:35.792',-5.580
'0:35.794',-5.585
'0:35.797',-5.585
'0:35.800',-5.595
'0:35.803',-5.595
'0:35.806',-5.600
'0:35.808',-5.605
'0:35.811',-5.595
'0:35.814',-5.580
'0:35.817',-5.550
'0:35.819',-5.550
'0:35.822',-5.545
'0:35.825',-5.560
'0:35.828',-5.570
'0:35.831',-5.565
'0:35.833',-5.585
'0:35.836',-5.575
'0:35.839',-5.600
'0:35.842',-5.605
'0:35.844',-5.580
'0:35.847',-5.550
'0:35.850',-5.550
'0:35.853',-5.540
'0:35.856',-5.535
'0:35.858',-5.560
'0:35.861',-5.575
'0:35.864',-5.580
'0:35.867',-5.595
'0:35.869',-5.595
'0:35.872',-5.600
'0:35.875',-5.600
'0:35.878',-5.595
'0:35.881',-5.590
'0:35.883',-5.580
'0:35.886',-5.590
'0:35.889',-5.585
'0:35.892',-5.600
'0:35.894',-5.605
'0:35.897',-5.635
'0:35.900',-5.625
'0:35.903',-5.620
'0:35.906',-5.625
'0:35.908',-5.620
'0:35.911',-5.595
'0:35.914',-5.590
'0:35.917',-5.570
'0:35.919',-5.560
'0:35.922',-5.560
'0:35.925',-5.580
'0:35.928',-5.580
'0:35.931',-5.600
'0:35.933',-5.610
'0:35.936',-5.590
'0:35.939',-5.610
'0:35.942',-5.615
'0:35.944',-5.610
'0:35.947',-5.595
'0:35.950',-5.585
'0:35.953',-5.580
'0:35.956',-5.595
'0:35.958',-5.600
'0:35.961',-5.610
'0:35.964',-5.625
'0:35.967',-5.635
'0:35.969',-5.640
'0:35.972',-5.645
'0:35.975',-5.625
'0:35.978',-5.620
'0:35.981',-5.600
'0:35.983',-5.585
'0:35.986',-5.580
'0:35.989',-5.600
'0:35.992',-5.615
'0:35.994',-5.620
'0:35.997',-5.635
'0:36.000',-5.635
'0:36.003',-5.650
'0:36.006',-5.650
'0:36.008',-5.640
'0:36.011',-5.625
'0:36.014',-5.635
'0:36.017',-5.615
'0:36.019',-5.625
'0:36.022',-5.615
'0:36.025',-5.625
'0:36.028',-5.640
'0:36.031',-5.625
'0:36.033',-5.640
'0:36.036',-5.645
'0:36.039',-5.635
'0:36.042',-5.620
'0:36.044',-5.605
'0:36.047',-5.585
'0:36.050',-5.565
'0:36.053',-5.545
'0:36.056',-5.535
'0:36.058',-5.515
'0:36.061',-5.490
'0:36.064',-5.460
'0:36.067',-5.420
'0:36.069',-5.415
'0:36.072',-5.440
'0:36.075',-5.520
'0:36.078',-5.650
'0:36.081',-5.805
'0:36.083',-5.980
'0:36.086',-6.140
'0:36.089',-6.335
'0:36.092',-6.555
'0:36.094',-6.780
'0:36.097',-7.020
'0:36.100',-7.210
'0:36.103',-7.365
'0:36.106',-7.480
'0:36.108',-7.535
'0:36.111',-7.560
'0:36.114',-7.570
'0:36.117',-7.565
'0:36.119',-7.560
'0:36.122',-7.560
'0:36.125',-7.535
'0:36.128',-7.485
'0:36.131',-7.425
'0:36.133',-7.315
'0:36.136',-7.240
'0:36.139',-7.150
'0:36.142',-7.055
'0:36.144',-6.970
'0:36.147',-6.870
'0:36.150',-6.785
'0:36.153',-6.690
'0:36.156',-6.610
'0:36.158',-6.530
'0:36.161',-6.445
'0:36.164',-6.375
'0:36.167',-6.290
'0:36.169',-6.205
'0:36.172',-6.150
'0:36.175',-6.025
'0:36.178',-5.905
'0:36.181',-5.770
'0:36.183',-5.670
'0:36.186',-5.580
'0:36.189',-5.550
'0:36.192',-5.535
'0:36.194',-5.530
'0:36.197',-5.540
'0:36.200',-5.530
'0:36.203',-5.510
'0:36.206',-5.505
'0:36.208',-5.485
'0:36.211',-5.470
'0:36.214',-5.440
'0:36.217',-5.415
'0:36.219',-5.390
'0:36.222',-5.395
'0:36.225',-5.385
'0:36.228',-5.365
'0:36.231',-5.365
'0:36.233',-5.385
'0:36.236',-5.380
'0:36.239',-5.390
'0:36.242',-5.375
'0:36.244',-5.360
'0:36.247',-5.355
'0:36.250',-5.330
'0:36.253',-5.300
'0:36.256',-5.300
'0:36.258',-5.285
'0:36.261',-5.285
'0:36.264',-5.280
'0:36.267',-5.280
'0:36.269',-5.260
'0:36.272',-5.255
'0:36.275',-5.235
'0:36.278',-5.195
'0:36.281',-5.160
'0:36.283',-5.130
'0:36.286',-5.100
'0:36.289',-5.075
'0:36.292',-5.060
'0:36.294',-5.050
'0:36.297',-5.040
'0:36.300',-5.015
'0:36.303',-5.000
'0:36.306',-4.980
'0:36.308',-4.965
'0:36.311',-4.940
'0:36.314',-4.930
'0:36.317',-4.915
'0:36.319',-4.930
'0:36.322',-4.925
'0:36.325',-4.920
'0:36.328',-4.920
'0:36.331',-4.905
'0:36.333',-4.885
'0:36.336',-4.860
'0:36.339',-4.835
'0:36.342',-4.805
'0:36.344',-4.780
'0:36.347',-4.760
'0:36.350',-4.705
'0:36.353',-4.685
'0:36.356',-4.650
'0:36.358',-4.650
'0:36.361',-4.650
'0:36.364',-4.660
'0:36.367',-4.675
'0:36.369',-4.665
'0:36.372',-4.690
'0:36.375',-4.700
'0:36.378',-4.705
'0:36.381',-4.690
'0:36.383',-4.705
'0:36.386',-4.715
'0:36.389',-4.730
'0:36.392',-4.760
'0:36.394',-4.780
'0:36.397',-4.820
'0:36.400',-4.845
'0:36.403',-4.875
'0:36.406',-4.910
'0:36.408',-4.945
'0:36.411',-4.965
'0:36.414',-5.000
'0:36.417',-5.020
'0:36.419',-5.070
'0:36.422',-5.090
'0:36.425',-5.130
'0:36.428',-5.195
'0:36.431',-5.215
'0:36.433',-5.285
'0:36.436',-5.315
'0:36.439',-5.360
'0:36.442',-5.380
'0:36.444',-5.405
'0:36.447',-5.435
'0:36.450',-5.450
'0:36.453',-5.470
'0:36.456',-5.485
'0:36.458',-5.505
'0:36.461',-5.530
'0:36.464',-5.555
'0:36.467',-5.560
'0:36.469',-5.585
'0:36.472',-5.595
'0:36.475',-5.610
'0:36.478',-5.595
'0:36.481',-5.605
'0:36.483',-5.590
'0:36.486',-5.590
'0:36.489',-5.595
'0:36.492',-5.600
'0:36.494',-5.605
'0:36.497',-5.600
'0:36.500',-5.605
'0:36.503',-5.620
'0:36.506',-5.625
'0:36.508',-5.615
'0:36.511',-5.600
'0:36.514',-5.590
'0:36.517',-5.585
'0:36.519',-5.560
'0:36.522',-5.565
'0:36.525',-5.565
'0:36.528',-5.585
'0:36.531',-5.580
'0:36.533',-5.600
'0:36.536',-5.605
'0:36.539',-5.610
'0:36.542',-5.605
'0:36.544',-5.585
'0:36.547',-5.590
'0:36.550',-5.580
'0:36.553',-5.560
'0:36.556',-5.585
'0:36.558',-5.580
'0:36.561',-5.600
'0:36.564',-5.590
'0:36.567',-5.595
'0:36.569',-5.615
'0:36.572',-5.625
'0:36.575',-5.620
'0:36.578',-5.605
'0:36.581',-5.595
'0:36.583',-5.585
'0:36.586',-5.555
'0:36.589',-5.565
'0:36.592',-5.575
'0:36.594',-5.590
'0:36.597',-5.595
'0:36.600',-5.615
'0:36.603',-5.625
'0:36.606',-5.620
'0:36.608',-5.630
'0:36.611',-5.620
'0:36.614',-5.610
'0:36.617',-5.600
'0:36.619',-5.585
'0:36.622',-5.600
'0:36.625',-5.615
'0:36.628',-5.620
'0:36.631',-5.630
'0:36.633',-5.655
'0:36.636',-5.650
'0:36.639',-5.645
'0:36.642',-5.635
'0:36.644',-5.615
'0:36.647',-5.610
'0:36.650',-5.605
'0:36.653',-5.595
'0:36.656',-5.605
'0:36.658',-5.625
'0:36.661',-5.615
'0:36.664',-5.645
'0:36.667',-5.650
'0:36.669',-5.670
'0:36.672',-5.665
'0:36.675',-5.665
'0:36.678',-5.640
'0:36.681',-5.645
'0:36.683',-5.640
'0:36.686',-5.625
'0:36.689',-5.625
'0:36.692',-5.630
'0:36.694',-5.640
'0:36.697',-5.645
'0:36.700',-5.655
'0:36.703',-5.645
'0:36.706',-5.650
'0:36.708',-5.655
'0:36.711',-5.645
'0:36.714',-5.620
'0:36.717',-5.625
'0:36.719',-5.620
'0:36.722',-5.630
'0:36.725',-5.640
'0:36.728',-5.650
'0:36.731',-5.655
'0:36.733',-5.655
'0:36.736',-5.675
'0:36.739',-5.675
'0:36.742',-5.680
'0:36.744',-5.680
'0:36.747',-5.660
'0:36.750',-5.670
'0:36.753',-5.645
'0:36.756',-5.655
'0:36.758',-5.655
'0:36.761',-5.670
'0:36.764',-5.670
'0:36.767',-5.670
'0:36.769',-5.680
'0:36.772',-5.680
'0:36.775',-5.675
'0:36.778',-5.670
'0:36.781',-5.675
'0:36.783',-5.660
'0:36.786',-5.660
'0:36.789',-5.670
'0:36.792',-5.660
'0:36.794',-5.670
'0:36.797',-5.685
'0:36.800',-5.690
'0:36.803',-5.690
'0:36.806',-5.700
'0:36.808',-5.700
'0:36.811',-5.685
'0:36.814',-5.700
'0:36.817',-5.680
'0:36.819',-5.660
'0:36.822',-5.665
'0:36.825',-5.675
'0:36.828',-5.670
'0:36.831',-5.685
'0:36.833',-5.675
'0:36.836',-5.685
'0:36.839',-5.690
'0:36.842',-5.685
'0:36.844',-5.685
'0:36.847',-5.665
'0:36.850',-5.655
'0:36.853',-5.655
'0:36.856',-5.660
'0:36.858',-5.675
'0:36.861',-5.670
'0:36.864',-5.700
'0:36.867',-5.695
'0:36.869',-5.700
'0:36.872',-5.725
'0:36.875',-5.720
'0:36.878',-5.700
'0:36.881',-5.680
'0:36.883',-5.670
'0:36.886',-5.670
'0:36.889',-5.665
'0:36.892',-5.660
'0:36.894',-5.680
'0:36.897',-5.695
'0:36.900',-5.700
'0:36.903',-5.705
'0:36.906',-5.700
'0:36.908',-5.705
'0:36.911',-5.680
'0:36.914',-5.680
'0:36.917',-5.680
'0:36.919',-5.675
'0:36.922',-5.680
'0:36.925',-5.680
'0:36.928',-5.680
'0:36.931',-5.700
'0:36.933',-5.700
'0:36.936',-5.705
'0:36.939',-5.725
'0:36.942',-5.700
'0:36.944',-5.695
'0:36.947',-5.675
'0:36.950',-5.670
'0:36.953',-5.665
'0:36.956',-5.665
'0:36.958',-5.655
'0:36.961',-5.660
'0:36.964',-5.685
'0:36.967',-5.690
'0:36.969',-5.715
'0:36.972',-5.710
'0:36.975',-5.710
'0:36.978',-5.710
'0:36.981',-5.685
'0:36.983',-5.680
'0:36.986',-5.680
'0:36.989',-5.675
'0:36.992',-5.685
'0:36.994',-5.690
'0:36.997',-5.710
'0:37.000',-5.705
'0:37.003',-5.710
'0:37.006',-5.690
'0:37.008',-5.695
'0:37.011',-5.685
'0:37.014',-5.670
'0:37.017',-5.675
'0:37.019',-5.655
'0:37.022',-5.660
'0:37.025',-5.665
'0:37.028',-5.680
'0:37.031',-5.690
'0:37.033',-5.700
'0:37.036',-5.700
'0:37.039',-5.710
'0:37.042',-5.700
'0:37.044',-5.705
'0:37.047',-5.695
'0:37.050',-5.695
'0:37.053',-5.675
'0:37.056',-5.680
'0:37.058',-5.655
'0:37.061',-5.680
'0:37.064',-5.680
'0:37.067',-5.700
'0:37.069',-5.705
'0:37.072',-5.695
'0:37.075',-5.695
'0:37.078',-5.690
'0:37.081',-5.680
'0:37.083',-5.665
'0:37.086',-5.670
'0:37.089',-5.680
'0:37.092',-5.680
'0:37.094',-5.680
'0:37.097',-5.685
'0:37.100',-5.710
'0:37.103',-5.715
'0:37.106',-5.710
'0:37.108',-5.700
'0:37.111',-5.710
'0:37.114',-5.705
'0:37.117',-5.695
'0:37.119',-5.675
'0:37.122',-5.680
'0:37.125',-5.680
'0:37.128',-5.695
'0:37.131',-5.685
'0:37.133',-5.695
'0:37.136',-5.690
'0:37.139',-5.710
'0:37.142',-5.700
'0:37.144',-5.695
'0:37.147',-5.685
'0:37.150',-5.670
'0:37.153',-5.660
'0:37.156',-5.670
'0:37.158',-5.680
'0:37.161',-5.685
'0:37.164',-5.695
'0:37.167',-5.710
'0:37.169',-5.725
'0:37.172',-5.720
'0:37.175',-5.705
'0:37.178',-5.715
'0:37.181',-5.690
'0:37.183',-5.680
'0:37.186',-5.685
'0:37.189',-5.670
'0:37.192',-5.685
'0:37.194',-5.680
'0:37.197',-5.680
'0:37.200',-5.685
'0:37.203',-5.690
'0:37.206',-5.705
'0:37.208',-5.700
'0:37.211',-5.690
'0:37.214',-5.670
'0:37.217',-5.660
'0:37.219',-5.655
'0:37.222',-5.645
'0:37.225',-5.640
'0:37.228',-5.640
'0:37.231',-5.640
'0:37.233',-5.645
'0:37.236',-5.645
'0:37.239',-5.635
'0:37.242',-5.625
'0:37.244',-5.600
'0:37.247',-5.605
'0:37.250',-5.565
'0:37.253',-5.565
'0:37.256',-5.565
'0:37.258',-5.565
'0:37.261',-5.585
'0:37.264',-5.635
'0:37.267',-5.670
'0:37.269',-5.695
'0:37.272',-5.710
'0:37.275',-5.710
'0:37.278',-5.715
'0:37.281',-5.715
'0:37.283',-5.710
'0:37.286',-5.690
'0:37.289',-5.710
'0:37.292',-5.730
'0:37.294',-5.725
'0:37.297',-5.730
'0:37.300',-5.730
'0:37.303',-5.755
'0:37.306',-5.740
'0:37.308',-5.745
'0:37.311',-5.735
'0:37.314',-5.720
'0:37.317',-5.720
'0:37.319',-5.710
'0:37.322',-5.710
'0:37.325',-5.720
'0:37.328',-5.740
'0:37.331',-5.740
'0:37.333',-5.740
'0:37.336',-5.755
'0:37.339',-5.750
'0:37.342',-5.755
'0:37.344',-5.750
'0:37.347',-5.735
'0:37.350',-5.750
'0:37.353',-5.725
'0:37.356',-5.730
'0:37.358',-5.720
'0:37.361',-5.725
'0:37.364',-5.730
'0:37.367',-5.715
'0:37.369',-5.685
'0:37.372',-5.625
'0:37.375',-5.585
'0:37.378',-5.535
'0:37.381',-5.540
'0:37.383',-5.560
'0:37.386',-5.660
'0:37.389',-5.810
'0:37.392',-6.015
'0:37.394',-6.255
'0:37.397',-6.480
'0:37.400',-6.625
'0:37.403',-6.715
'0:37.406',-6.740
'0:37.408',-6.700
'0:37.411',-6.625
'0:37.414',-6.535
'0:37.417',-6.460
'0:37.419',-6.340
'0:37.422',-6.235
'0:37.425',-6.145
'0:37.428',-6.080
'0:37.431',-6.005
'0:37.433',-5.965
'0:37.436',-5.895
'0:37.439',-5.845
'0:37.442',-5.800
'0:37.444',-5.770
