'Elapsed time','V1'
'0:24.739',-5.355
'0:24.742',-5.395
'0:24.744',-5.430
'0:24.747',-5.440
'0:24.750',-5.450
'0:24.753',-5.435
'0:24.756',-5.420
'0:24.758',-5.420
'0:24.761',-5.415
'0:24.764',-5.425
'0:24.767',-5.440
'0:24.769',-5.470
'0:24.772',-5.485
'0:24.775',-5.485
'0:24.778',-5.485
'0:24.781',-5.475
'0:24.783',-5.465
'0:24.786',-5.445
'0:24.789',-5.440
'0:24.792',-5.445
'0:24.794',-5.460
'0:24.797',-5.460
'0:24.800',-5.475
'0:24.803',-5.475
'0:24.806',-5.510
'0:24.808',-5.500
'0:24.811',-5.510
'0:24.814',-5.500
'0:24.817',-5.490
'0:24.819',-5.495
'0:24.822',-5.455
'0:24.825',-5.470
'0:24.828',-5.465
'0:24.831',-5.480
'0:24.833',-5.505
'0:24.836',-5.525
'0:24.839',-5.530
'0:24.842',-5.520
'0:24.844',-5.535
'0:24.847',-5.525
'0:24.850',-5.530
'0:24.853',-5.535
'0:24.856',-5.570
'0:24.858',-5.615
'0:24.861',-5.685
'0:24.864',-5.770
'0:24.867',-5.895
'0:24.869',-6.000
'0:24.872',-6.140
'0:24.875',-6.275
'0:24.878',-6.415
'0:24.881',-6.510
'0:24.883',-6.555
'0:24.886',-6.515
'0:24.889',-6.415
'0:24.892',-6.310
'0:24.894',-6.190
'0:24.897',-6.085
'0:24.900',-5.955
'0:24.903',-5.750
'0:24.906',-5.470
'0:24.908',-5.125
'0:24.911',-4.785
'0:24.914',-4.480
'0:24.917',-4.345
'0:24.919',-4.380
'0:24.922',-4.565
'0:24.925',-4.815
'0:24.928',-5.065
'0:24.931',-5.255
'0:24.933',-5.375
'0:24.936',-5.455
'0:24.939',-5.510
'0:24.942',-5.565
'0:24.944',-5.620
'0:24.947',-5.640
'0:24.950',-5.640
'0:24.953',-5.645
'0:24.956',-5.615
'0:24.958',-5.620
'0:24.961',-5.620
'0:24.964',-5.640
'0:24.967',-5.665
'0:24.969',-5.715
'0:24.972',-5.740
'0:24.975',-5.725
'0:24.978',-5.680
'0:24.981',-5.620
'0:24.983',-5.560
'0:24.986',-5.500
'0:24.989',-5.435
'0:24.992',-5.405
'0:24.994',-5.400
'0:24.997',-5.395
'0:25.000',-5.425
'0:25.003',-5.440
'0:25.006',-5.445
'0:25.008',-5.440
'0:25.011',-5.450
'0:25.014',-5.430
'0:25.017',-5.425
'0:25.019',-5.410
'0:25.022',-5.405
'0:25.025',-5.405
'0:25.028',-5.430
'0:25.031',-5.455
'0:25.033',-5.460
'0:25.036',-5.490
'0:25.039',-5.500
'0:25.042',-5.500
'0:25.044',-5.520
'0:25.047',-5.520
'0:25.050',-5.530
'0:25.053',-5.540
'0:25.056',-5.535
'0:25.058',-5.535
'0:25.061',-5.560
'0:25.064',-5.580
'0:25.067',-5.605
'0:25.069',-5.625
'0:25.072',-5.650
'0:25.075',-5.670
'0:25.078',-5.685
'0:25.081',-5.675
'0:25.083',-5.700
'0:25.086',-5.680
'0:25.089',-5.690
'0:25.092',-5.705
'0:25.094',-5.720
'0:25.097',-5.750
'0:25.100',-5.770
'0:25.103',-5.795
'0:25.106',-5.785
'0:25.108',-5.820
'0:25.111',-5.835
'0:25.114',-5.845
'0:25.117',-5.840
'0:25.119',-5.840
'0:25.122',-5.855
'0:25.125',-5.845
'0:25.128',-5.835
'0:25.131',-5.865
'0:25.133',-5.865
'0:25.136',-5.880
'0:25.139',-5.900
'0:25.142',-5.915
'0:25.144',-5.910
'0:25.147',-5.910
'0:25.150',-5.910
'0:25.153',-5.895
'0:25.156',-5.880
'0:25.158',-5.875
'0:25.161',-5.880
'0:25.164',-5.895
'0:25.167',-5.880
'0:25.169',-5.895
'0:25.172',-5.890
'0:25.175',-5.875
'0:25.178',-5.885
'0:25.181',-5.865
'0:25.183',-5.845
'0:25.186',-5.840
'0:25.189',-5.800
'0:25.192',-5.770
'0:25.194',-5.780
'0:25.197',-5.765
'0:25.200',-5.750
'0:25.203',-5.750
'0:25.206',-5.740
'0:25.208',-5.715
'0:25.211',-5.710
'0:25.214',-5.685
'0:25.217',-5.665
'0:25.219',-5.645
'0:25.222',-5.615
'0:25.225',-5.595
'0:25.228',-5.585
'0:25.231',-5.580
'0:25.233',-5.585
'0:25.236',-5.580
'0:25.239',-5.585
'0:25.242',-5.570
'0:25.244',-5.565
'0:25.247',-5.550
'0:25.250',-5.545
'0:25.253',-5.510
'0:25.256',-5.515
'0:25.258',-5.505
'0:25.261',-5.505
'0:25.264',-5.520
'0:25.267',-5.520
'0:25.269',-5.535
'0:25.272',-5.535
'0:25.275',-5.535
'0:25.278',-5.550
'0:25.281',-5.535
'0:25.283',-5.530
'0:25.286',-5.520
'0:25.289',-5.515
'0:25.292',-5.505
'0:25.294',-5.525
'0:25.297',-5.525
'0:25.300',-5.520
'0:25.303',-5.525
'0:25.306',-5.545
'0:25.308',-5.535
'0:25.311',-5.550
'0:25.314',-5.540
'0:25.317',-5.540
'0:25.319',-5.540
'0:25.322',-5.520
'0:25.325',-5.500
'0:25.328',-5.520
'0:25.331',-5.525
'0:25.333',-5.545
'0:25.336',-5.545
'0:25.339',-5.550
'0:25.342',-5.565
'0:25.344',-5.575
'0:25.347',-5.560
'0:25.350',-5.545
'0:25.353',-5.540
'0:25.356',-5.535
'0:25.358',-5.525
'0:25.361',-5.530
'0:25.364',-5.545
'0:25.367',-5.550
'0:25.369',-5.550
'0:25.372',-5.540
'0:25.375',-5.550
'0:25.378',-5.550
'0:25.381',-5.560
'0:25.383',-5.550
'0:25.386',-5.530
'0:25.389',-5.515
'0:25.392',-5.510
'0:25.394',-5.535
'0:25.397',-5.550
'0:25.400',-5.545
'0:25.403',-5.555
'0:25.406',-5.560
'0:25.408',-5.565
'0:25.411',-5.550
'0:25.414',-5.560
'0:25.417',-5.540
'0:25.419',-5.545
'0:25.422',-5.530
'0:25.425',-5.540
'0:25.428',-5.545
'0:25.431',-5.565
'0:25.433',-5.570
'0:25.436',-5.575
'0:25.439',-5.560
'0:25.442',-5.560
'0:25.444',-5.575
'0:25.447',-5.570
'0:25.450',-5.560
'0:25.453',-5.555
'0:25.456',-5.550
'0:25.458',-5.535
'0:25.461',-5.550
'0:25.464',-5.545
'0:25.467',-5.565
'0:25.469',-5.570
'0:25.472',-5.575
'0:25.475',-5.585
'0:25.478',-5.590
'0:25.481',-5.585
'0:25.483',-5.580
'0:25.486',-5.570
'0:25.489',-5.600
'0:25.492',-5.590
'0:25.494',-5.605
'0:25.497',-5.610
'0:25.500',-5.620
'0:25.503',-5.615
'0:25.506',-5.605
'0:25.508',-5.610
'0:25.511',-5.605
'0:25.514',-5.575
'0:25.517',-5.545
'0:25.519',-5.505
'0:25.522',-5.480
'0:25.525',-5.450
'0:25.528',-5.460
'0:25.531',-5.485
'0:25.533',-5.500
'0:25.536',-5.535
'0:25.539',-5.535
'0:25.542',-5.545
'0:25.544',-5.525
'0:25.547',-5.490
'0:25.550',-5.445
'0:25.553',-5.430
'0:25.556',-5.385
'0:25.558',-5.360
'0:25.561',-5.360
'0:25.564',-5.390
'0:25.567',-5.420
'0:25.569',-5.480
'0:25.572',-5.530
'0:25.575',-5.550
'0:25.578',-5.570
'0:25.581',-5.555
'0:25.583',-5.550
'0:25.586',-5.515
'0:25.589',-5.510
'0:25.592',-5.510
'0:25.594',-5.555
'0:25.597',-5.560
'0:25.600',-5.565
'0:25.603',-5.595
'0:25.606',-5.590
'0:25.608',-5.595
'0:25.611',-5.595
'0:25.614',-5.575
'0:25.617',-5.570
'0:25.619',-5.565
'0:25.622',-5.570
'0:25.625',-5.555
'0:25.628',-5.560
'0:25.631',-5.570
'0:25.633',-5.570
'0:25.636',-5.590
'0:25.639',-5.595
'0:25.642',-5.605
'0:25.644',-5.595
'0:25.647',-5.585
'0:25.650',-5.570
'0:25.653',-5.580
'0:25.656',-5.560
'0:25.658',-5.560
'0:25.661',-5.565
'0:25.664',-5.575
'0:25.667',-5.580
'0:25.669',-5.600
'0:25.672',-5.605
'0:25.675',-5.630
'0:25.678',-5.630
'0:25.681',-5.630
'0:25.683',-5.620
'0:25.686',-5.630
'0:25.689',-5.640
'0:25.692',-5.690
'0:25.694',-5.770
'0:25.697',-5.855
'0:25.700',-5.995
'0:25.703',-6.125
'0:25.706',-6.280
'0:25.708',-6.465
'0:25.711',-6.620
'0:25.714',-6.725
'0:25.717',-6.750
'0:25.719',-6.705
'0:25.722',-6.605
'0:25.725',-6.465
'0:25.728',-6.340
'0:25.731',-6.200
'0:25.733',-6.050
'0:25.736',-5.785
'0:25.739',-5.465
'0:25.742',-5.080
'0:25.744',-4.770
'0:25.747',-4.565
'0:25.750',-4.550
'0:25.753',-4.665
'0:25.756',-4.875
'0:25.758',-5.095
'0:25.761',-5.285
'0:25.764',-5.415
'0:25.767',-5.500
'0:25.769',-5.560
'0:25.772',-5.610
'0:25.775',-5.665
'0:25.778',-5.715
'0:25.781',-5.735
'0:25.783',-5.745
'0:25.786',-5.740
'0:25.789',-5.740
'0:25.792',-5.705
'0:25.794',-5.705
'0:25.797',-5.725
'0:25.800',-5.740
'0:25.803',-5.785
'0:25.806',-5.805
'0:25.808',-5.830
'0:25.811',-5.820
'0:25.814',-5.790
'0:25.817',-5.760
'0:25.819',-5.695
'0:25.822',-5.640
'0:25.825',-5.575
'0:25.828',-5.520
'0:25.831',-5.495
'0:25.833',-5.480
'0:25.836',-5.500
'0:25.839',-5.495
'0:25.842',-5.500
'0:25.844',-5.500
'0:25.847',-5.500
'0:25.850',-5.480
'0:25.853',-5.470
'0:25.856',-5.470
'0:25.858',-5.450
'0:25.861',-5.475
'0:25.864',-5.480
'0:25.867',-5.505
'0:25.869',-5.525
'0:25.872',-5.515
'0:25.875',-5.540
'0:25.878',-5.545
'0:25.881',-5.550
'0:25.883',-5.550
'0:25.886',-5.555
'0:25.889',-5.560
'0:25.892',-5.565
'0:25.894',-5.580
'0:25.897',-5.600
'0:25.900',-5.625
'0:25.903',-5.645
'0:25.906',-5.660
'0:25.908',-5.690
'0:25.911',-5.690
'0:25.914',-5.695
'0:25.917',-5.695
'0:25.919',-5.710
'0:25.922',-5.720
'0:25.925',-5.710
'0:25.928',-5.735
'0:25.931',-5.765
'0:25.933',-5.790
'0:25.936',-5.800
'0:25.939',-5.820
'0:25.942',-5.830
'0:25.944',-5.840
'0:25.947',-5.855
'0:25.950',-5.850
'0:25.953',-5.855
'0:25.956',-5.845
'0:25.958',-5.840
'0:25.961',-5.860
'0:25.964',-5.875
'0:25.967',-5.895
'0:25.969',-5.920
'0:25.972',-5.925
'0:25.975',-5.930
'0:25.978',-5.930
'0:25.981',-5.930
'0:25.983',-5.920
'0:25.986',-5.920
'0:25.989',-5.915
'0:25.992',-5.890
'0:25.994',-5.905
'0:25.997',-5.905
'0:26.000',-5.910
'0:26.003',-5.920
'0:26.006',-5.920
'0:26.008',-5.920
'0:26.011',-5.910
'0:26.014',-5.900
'0:26.017',-5.880
'0:26.019',-5.860
'0:26.022',-5.850
'0:26.025',-5.840
'0:26.028',-5.840
'0:26.031',-5.840
'0:26.033',-5.820
'0:26.036',-5.820
'0:26.039',-5.805
'0:26.042',-5.800
'0:26.044',-5.785
'0:26.047',-5.765
'0:26.050',-5.730
'0:26.053',-5.710
'0:26.056',-5.695
'0:26.058',-5.675
'0:26.061',-5.665
'0:26.064',-5.665
'0:26.067',-5.670
'0:26.069',-5.680
'0:26.072',-5.655
'0:26.075',-5.655
'0:26.078',-5.635
'0:26.081',-5.645
'0:26.083',-5.610
'0:26.086',-5.590
'0:26.089',-5.590
'0:26.092',-5.575
'0:26.094',-5.585
'0:26.097',-5.575
'0:26.100',-5.595
'0:26.103',-5.590
'0:26.106',-5.590
'0:26.108',-5.595
'0:26.111',-5.600
'0:26.114',-5.590
'0:26.117',-5.565
'0:26.119',-5.550
'0:26.122',-5.545
'0:26.125',-5.540
'0:26.128',-5.540
'0:26.131',-5.560
'0:26.133',-5.585
'0:26.136',-5.590
'0:26.139',-5.565
'0:26.142',-5.595
'0:26.144',-5.580
'0:26.147',-5.580
'0:26.150',-5.560
'0:26.153',-5.565
'0:26.156',-5.560
'0:26.158',-5.550
'0:26.161',-5.555
'0:26.164',-5.560
'0:26.167',-5.580
'0:26.169',-5.590
'0:26.172',-5.610
'0:26.175',-5.605
'0:26.178',-5.590
'0:26.181',-5.605
'0:26.183',-5.590
'0:26.186',-5.590
'0:26.189',-5.575
'0:26.192',-5.580
'0:26.194',-5.575
'0:26.197',-5.585
'0:26.200',-5.585
'0:26.203',-5.590
'0:26.206',-5.600
'0:26.208',-5.615
'0:26.211',-5.620
'0:26.214',-5.605
'0:26.217',-5.620
'0:26.219',-5.590
'0:26.222',-5.575
'0:26.225',-5.565
'0:26.228',-5.585
'0:26.231',-5.590
'0:26.233',-5.600
'0:26.236',-5.600
'0:26.239',-5.615
'0:26.242',-5.615
'0:26.244',-5.625
'0:26.247',-5.620
'0:26.250',-5.600
'0:26.253',-5.595
'0:26.256',-5.585
'0:26.258',-5.580
'0:26.261',-5.590
'0:26.264',-5.585
'0:26.267',-5.590
'0:26.269',-5.610
'0:26.272',-5.605
'0:26.275',-5.610
'0:26.278',-5.605
'0:26.281',-5.600
'0:26.283',-5.590
'0:26.286',-5.575
'0:26.289',-5.565
'0:26.292',-5.565
'0:26.294',-5.565
'0:26.297',-5.565
'0:26.300',-5.585
'0:26.303',-5.585
'0:26.306',-5.600
'0:26.308',-5.590
'0:26.311',-5.600
'0:26.314',-5.605
'0:26.317',-5.585
'0:26.319',-5.575
'0:26.322',-5.570
'0:26.325',-5.560
'0:26.328',-5.585
'0:26.331',-5.595
'0:26.333',-5.610
'0:26.336',-5.645
'0:26.339',-5.650
'0:26.342',-5.685
'0:26.344',-5.675
'0:26.347',-5.670
'0:26.350',-5.650
'0:26.353',-5.640
'0:26.356',-5.610
'0:26.358',-5.590
'0:26.361',-5.585
'0:26.364',-5.540
'0:26.367',-5.535
'0:26.369',-5.535
'0:26.372',-5.540
'0:26.375',-5.550
'0:26.378',-5.575
'0:26.381',-5.570
'0:26.383',-5.560
'0:26.386',-5.565
'0:26.389',-5.520
'0:26.392',-5.480
'0:26.394',-5.460
'0:26.397',-5.430
'0:26.400',-5.430
'0:26.403',-5.440
'0:26.406',-5.465
'0:26.408',-5.490
'0:26.411',-5.530
'0:26.414',-5.555
'0:26.417',-5.570
'0:26.419',-5.550
'0:26.422',-5.550
'0:26.425',-5.540
'0:26.428',-5.545
'0:26.431',-5.555
'0:26.433',-5.570
'0:26.436',-5.570
'0:26.439',-5.590
'0:26.442',-5.610
'0:26.444',-5.595
'0:26.447',-5.590
'0:26.450',-5.585
'0:26.453',-5.590
'0:26.456',-5.580
'0:26.458',-5.560
'0:26.461',-5.570
'0:26.464',-5.570
'0:26.467',-5.595
'0:26.469',-5.575
'0:26.472',-5.610
'0:26.475',-5.610
'0:26.478',-5.620
'0:26.481',-5.610
'0:26.483',-5.605
'0:26.486',-5.600
'0:26.489',-5.595
'0:26.492',-5.580
'0:26.494',-5.605
'0:26.497',-5.600
'0:26.500',-5.605
'0:26.503',-5.625
'0:26.506',-5.635
'0:26.508',-5.650
'0:26.511',-5.650
'0:26.514',-5.650
'0:26.517',-5.655
'0:26.519',-5.650
'0:26.522',-5.700
'0:26.525',-5.745
'0:26.528',-5.810
'0:26.531',-5.935
'0:26.533',-6.065
'0:26.536',-6.260
'0:26.539',-6.435
'0:26.542',-6.610
'0:26.544',-6.760
'0:26.547',-6.810
'0:26.550',-6.790
'0:26.553',-6.675
'0:26.556',-6.535
'0:26.558',-6.380
'0:26.561',-6.250
'0:26.564',-6.045
'0:26.567',-5.785
'0:26.569',-5.435
'0:26.572',-5.065
'0:26.575',-4.755
'0:26.578',-4.595
'0:26.581',-4.605
'0:26.583',-4.765
'0:26.586',-5.000
'0:26.589',-5.215
'0:26.592',-5.380
'0:26.594',-5.495
'0:26.597',-5.560
'0:26.600',-5.620
'0:26.603',-5.680
'0:26.606',-5.740
'0:26.608',-5.755
'0:26.611',-5.775
'0:26.614',-5.800
'0:26.617',-5.770
'0:26.619',-5.735
'0:26.622',-5.735
'0:26.625',-5.725
'0:26.628',-5.760
'0:26.631',-5.785
'0:26.633',-5.830
'0:26.636',-5.840
'0:26.639',-5.850
'0:26.642',-5.805
'0:26.644',-5.740
'0:26.647',-5.655
'0:26.650',-5.600
'0:26.653',-5.540
'0:26.656',-5.515
'0:26.658',-5.490
'0:26.661',-5.495
'0:26.664',-5.510
'0:26.667',-5.515
'0:26.669',-5.515
'0:26.672',-5.525
'0:26.675',-5.535
'0:26.678',-5.525
'0:26.681',-5.525
'0:26.683',-5.500
'0:26.686',-5.515
'0:26.689',-5.510
'0:26.692',-5.505
'0:26.694',-5.500
'0:26.697',-5.515
'0:26.700',-5.550
'0:26.703',-5.575
'0:26.706',-5.585
'0:26.708',-5.595
'0:26.711',-5.595
'0:26.714',-5.625
'0:26.717',-5.620
'0:26.719',-5.625
'0:26.722',-5.630
'0:26.725',-5.645
'0:26.728',-5.660
'0:26.731',-5.670
'0:26.733',-5.675
'0:26.736',-5.695
'0:26.739',-5.725
'0:26.742',-5.725
'0:26.744',-5.750
'0:26.747',-5.745
'0:26.750',-5.755
'0:26.753',-5.755
'0:26.756',-5.765
'0:26.758',-5.775
'0:26.761',-5.780
'0:26.764',-5.795
'0:26.767',-5.820
'0:26.769',-5.830
'0:26.772',-5.865
'0:26.775',-5.895
'0:26.778',-5.895
'0:26.781',-5.895
'0:26.783',-5.895
'0:26.786',-5.895
'0:26.789',-5.895
'0:26.792',-5.905
'0:26.794',-5.905
'0:26.797',-5.920
'0:26.800',-5.935
'0:26.803',-5.965
'0:26.806',-5.985
'0:26.808',-5.985
'0:26.811',-5.985
'0:26.814',-5.975
'0:26.817',-5.950
'0:26.819',-5.960
'0:26.822',-5.925
'0:26.825',-5.930
'0:26.828',-5.920
'0:26.831',-5.915
'0:26.833',-5.910
'0:26.836',-5.915
'0:26.839',-5.905
'0:26.842',-5.890
'0:26.844',-5.905
'0:26.847',-5.890
'0:26.850',-5.855
'0:26.853',-5.835
'0:26.856',-5.815
'0:26.858',-5.775
'0:26.861',-5.760
'0:26.864',-5.745
'0:26.867',-5.750
'0:26.869',-5.750
'0:26.872',-5.730
'0:26.875',-5.715
'0:26.878',-5.730
'0:26.881',-5.715
'0:26.883',-5.690
'0:26.886',-5.670
'0:26.889',-5.660
'0:26.892',-5.625
'0:26.894',-5.625
'0:26.897',-5.610
'0:26.900',-5.595
'0:26.903',-5.605
'0:26.906',-5.605
'0:26.908',-5.600
'0:26.911',-5.595
'0:26.914',-5.580
'0:26.917',-5.560
'0:26.919',-5.555
'0:26.922',-5.555
'0:26.925',-5.555
'0:26.928',-5.545
'0:26.931',-5.555
'0:26.933',-5.565
'0:26.936',-5.555
'0:26.939',-5.555
'0:26.942',-5.575
'0:26.944',-5.570
'0:26.947',-5.580
'0:26.950',-5.565
'0:26.953',-5.550
'0:26.956',-5.550
'0:26.958',-5.555
'0:26.961',-5.555
'0:26.964',-5.560
'0:26.967',-5.555
'0:26.969',-5.580
'0:26.972',-5.580
'0:26.975',-5.580
'0:26.978',-5.585
'0:26.981',-5.565
'0:26.983',-5.560
'0:26.986',-5.555
'0:26.989',-5.560
'0:26.992',-5.535
'0:26.994',-5.535
'0:26.997',-5.545
'0:27.000',-5.560
'0:27.003',-5.580
'0:27.006',-5.590
'0:27.008',-5.605
'0:27.011',-5.600
'0:27.014',-5.600
'0:27.017',-5.585
'0:27.019',-5.580
'0:27.022',-5.550
'0:27.025',-5.550
'0:27.028',-5.535
'0:27.031',-5.550
'0:27.033',-5.570
'0:27.036',-5.585
'0:27.039',-5.580
'0:27.042',-5.595
'0:27.044',-5.575
'0:27.047',-5.570
'0:27.050',-5.530
'0:27.053',-5.550
'0:27.056',-5.545
'0:27.058',-5.545
'0:27.061',-5.530
'0:27.064',-5.560
'0:27.067',-5.560
'0:27.069',-5.565
'0:27.072',-5.570
'0:27.075',-5.590
'0:27.078',-5.580
'0:27.081',-5.570
'0:27.083',-5.560
'0:27.086',-5.535
'0:27.089',-5.540
'0:27.092',-5.545
'0:27.094',-5.535
'0:27.097',-5.550
'0:27.100',-5.565
'0:27.103',-5.580
'0:27.106',-5.575
'0:27.108',-5.590
'0:27.111',-5.580
'0:27.114',-5.575
'0:27.117',-5.570
'0:27.119',-5.555
'0:27.122',-5.545
'0:27.125',-5.530
'0:27.128',-5.535
'0:27.131',-5.525
'0:27.133',-5.525
'0:27.136',-5.545
'0:27.139',-5.545
'0:27.142',-5.545
'0:27.144',-5.545
'0:27.147',-5.555
'0:27.150',-5.560
'0:27.153',-5.550
'0:27.156',-5.535
'0:27.158',-5.520
'0:27.161',-5.530
'0:27.164',-5.540
'0:27.167',-5.540
'0:27.169',-5.560
'0:27.172',-5.555
'0:27.175',-5.565
'0:27.178',-5.560
'0:27.181',-5.560
'0:27.183',-5.550
'0:27.186',-5.545
'0:27.189',-5.535
'0:27.192',-5.545
'0:27.194',-5.560
'0:27.197',-5.575
'0:27.200',-5.600
'0:27.203',-5.595
'0:27.206',-5.595
'0:27.208',-5.590
'0:27.211',-5.585
'0:27.214',-5.550
'0:27.217',-5.520
'0:27.219',-5.500
'0:27.222',-5.465
'0:27.225',-5.455
'0:27.228',-5.445
'0:27.231',-5.465
'0:27.233',-5.490
'0:27.236',-5.510
'0:27.239',-5.530
'0:27.242',-5.530
'0:27.244',-5.540
'0:27.247',-5.490
'0:27.250',-5.455
'0:27.253',-5.410
'0:27.256',-5.365
'0:27.258',-5.340
'0:27.261',-5.355
'0:27.264',-5.375
'0:27.267',-5.425
'0:27.269',-5.490
'0:27.272',-5.520
'0:27.275',-5.545
'0:27.278',-5.550
'0:27.281',-5.540
'0:27.283',-5.515
'0:27.286',-5.510
'0:27.289',-5.500
'0:27.292',-5.505
'0:27.294',-5.515
'0:27.297',-5.515
'0:27.300',-5.540
'0:27.303',-5.535
'0:27.306',-5.555
'0:27.308',-5.555
'0:27.311',-5.565
'0:27.314',-5.560
'0:27.317',-5.550
'0:27.319',-5.530
'0:27.322',-5.550
'0:27.325',-5.535
'0:27.328',-5.530
'0:27.331',-5.545
'0:27.333',-5.550
'0:27.336',-5.565
'0:27.339',-5.570
'0:27.342',-5.570
'0:27.344',-5.575
'0:27.347',-5.575
'0:27.350',-5.575
'0:27.353',-5.565
'0:27.356',-5.550
'0:27.358',-5.560
'0:27.361',-5.545
'0:27.364',-5.555
'0:27.367',-5.550
'0:27.369',-5.570
'0:27.372',-5.595
'0:27.375',-5.590
'0:27.378',-5.620
'0:27.381',-5.630
'0:27.383',-5.675
'0:27.386',-5.740
'0:27.389',-5.810
'0:27.392',-5.890
'0:27.394',-6.035
'0:27.397',-6.180
'0:27.400',-6.340
'0:27.403',-6.510
'0:27.406',-6.625
'0:27.408',-6.690
'0:27.411',-6.655
'0:27.414',-6.550
'0:27.417',-6.420
'0:27.419',-6.285
'0:27.422',-6.160
'0:27.425',-6.020
'0:27.428',-5.825
'0:27.431',-5.525
'0:27.433',-5.140
'0:27.436',-4.760
'0:27.439',-4.485
'0:27.442',-4.405
'0:27.444',-4.540
'0:27.447',-4.775
'0:27.450',-5.045
'0:27.453',-5.285
'0:27.456',-5.440
'0:27.458',-5.540
'0:27.461',-5.595
'0:27.464',-5.630
'0:27.467',-5.680
'0:27.469',-5.710
'0:27.472',-5.755
'0:27.475',-5.765
'0:27.478',-5.765
'0:27.481',-5.750
'0:27.483',-5.750
'0:27.486',-5.735
'0:27.489',-5.755
'0:27.492',-5.765
'0:27.494',-5.775
'0:27.497',-5.780
'0:27.500',-5.760
'0:27.503',-5.725
'0:27.506',-5.665
'0:27.508',-5.630
'0:27.511',-5.570
'0:27.514',-5.515
'0:27.517',-5.480
'0:27.519',-5.465
'0:27.522',-5.455
'0:27.525',-5.465
'0:27.528',-5.480
'0:27.531',-5.485
'0:27.533',-5.495
'0:27.536',-5.495
'0:27.539',-5.490
'0:27.542',-5.495
'0:27.544',-5.510
'0:27.547',-5.505
'0:27.550',-5.520
'0:27.553',-5.505
'0:27.556',-5.515
'0:27.558',-5.520
'0:27.561',-5.515
'0:27.564',-5.540
'0:27.567',-5.555
'0:27.569',-5.580
'0:27.572',-5.600
'0:27.575',-5.615
'0:27.578',-5.640
'0:27.581',-5.625
'0:27.583',-5.630
'0:27.586',-5.635
'0:27.589',-5.645
'0:27.592',-5.665
'0:27.594',-5.680
'0:27.597',-5.710
'0:27.600',-5.730
'0:27.603',-5.750
'0:27.606',-5.770
'0:27.608',-5.800
'0:27.611',-5.815
'0:27.614',-5.820
'0:27.617',-5.820
'0:27.619',-5.825
'0:27.622',-5.825
'0:27.625',-5.850
'0:27.628',-5.850
'0:27.631',-5.885
'0:27.633',-5.895
'0:27.636',-5.920
'0:27.639',-5.925
'0:27.642',-5.950
'0:27.644',-5.975
'0:27.647',-5.955
'0:27.650',-5.945
'0:27.653',-5.945
'0:27.656',-5.950
'0:27.658',-5.970
'0:27.661',-5.955
'0:27.664',-5.975
'0:27.667',-5.980
'0:27.669',-5.995
'0:27.672',-6.010
'0:27.675',-5.995
'0:27.678',-6.010
'0:27.681',-6.010
'0:27.683',-5.970
'0:27.686',-5.970
'0:27.689',-5.945
'0:27.692',-5.940
'0:27.694',-5.940
'0:27.697',-5.945
'0:27.700',-5.935
'0:27.703',-5.935
'0:27.706',-5.930
'0:27.708',-5.925
'0:27.711',-5.895
'0:27.714',-5.865
'0:27.717',-5.850
'0:27.719',-5.830
'0:27.722',-5.805
'0:27.725',-5.780
'0:27.728',-5.765
'0:27.731',-5.755
'0:27.733',-5.755
'0:27.736',-5.755
'0:27.739',-5.750
'0:27.742',-5.735
'0:27.744',-5.740
'0:27.747',-5.715
'0:27.750',-5.690
'0:27.753',-5.675
'0:27.756',-5.640
'0:27.758',-5.640
'0:27.761',-5.635
'0:27.764',-5.635
'0:27.767',-5.615
'0:27.769',-5.640
'0:27.772',-5.645
'0:27.775',-5.640
'0:27.778',-5.645
'0:27.781',-5.620
'0:27.783',-5.610
'0:27.786',-5.590
'0:27.789',-5.590
'0:27.792',-5.575
'0:27.794',-5.555
'0:27.797',-5.565
'0:27.800',-5.570
'0:27.803',-5.565
'0:27.806',-5.570
'0:27.808',-5.590
'0:27.811',-5.590
'0:27.814',-5.585
'0:27.817',-5.575
'0:27.819',-5.570
'0:27.822',-5.550
'0:27.825',-5.550
'0:27.828',-5.545
'0:27.831',-5.555
'0:27.833',-5.565
'0:27.836',-5.575
'0:27.839',-5.595
'0:27.842',-5.605
'0:27.844',-5.605
'0:27.847',-5.595
'0:27.850',-5.605
'0:27.853',-5.595
'0:27.856',-5.580
'0:27.858',-5.585
'0:27.861',-5.590
'0:27.864',-5.600
'0:27.867',-5.615
'0:27.869',-5.620
'0:27.872',-5.620
'0:27.875',-5.625
'0:27.878',-5.620
'0:27.881',-5.615
'0:27.883',-5.610
'0:27.886',-5.605
'0:27.889',-5.585
'0:27.892',-5.590
'0:27.894',-5.585
'0:27.897',-5.585
'0:27.900',-5.605
'0:27.903',-5.615
'0:27.906',-5.610
'0:27.908',-5.640
'0:27.911',-5.645
'0:27.914',-5.630
'0:27.917',-5.635
'0:27.919',-5.605
'0:27.922',-5.610
'0:27.925',-5.600
'0:27.928',-5.605
'0:27.931',-5.605
'0:27.933',-5.605
'0:27.936',-5.615
'0:27.939',-5.620
'0:27.942',-5.630
'0:27.944',-5.615
'0:27.947',-5.630
'0:27.950',-5.615
'0:27.953',-5.605
'0:27.956',-5.600
'0:27.958',-5.595
'0:27.961',-5.600
'0:27.964',-5.605
'0:27.967',-5.605
'0:27.969',-5.630
'0:27.972',-5.630
